Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,Suspected Cases,Suspected Deaths,Confirmed Cases,Confirmed Deaths,Rule Outs,Long,Lat
Sierra Leone,Sierra Leone,Ebola,Humans,2652617,PRO/EAFR> Ebola virus disease - West Africa (21): WHO update,http://promedmail.org/direct.php?id=20140801.426444,8/1/14 16:33,Breaking,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2652617,PRO/EAFR> Ebola virus disease - West Africa (21): WHO update,http://promedmail.org/direct.php?id=20140801.426444,8/1/14 16:33,Breaking,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2650008,"PRO/AH/EDR> Ebola virus disease - West Africa (108): WHO, situation, Guinea-Bissau alert",http://promedmail.org/direct.php?id=20140731.2650008,7/31/14 22:19,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2650008,"PRO/AH/EDR> Ebola virus disease - West Africa (108): WHO, situation, Guinea-Bissau alert",http://promedmail.org/direct.php?id=20140731.2650008,7/31/14 22:19,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2650008,"PRO/AH/EDR> Ebola virus disease - West Africa (108): WHO, situation, Guinea-Bissau alert",http://promedmail.org/direct.php?id=20140731.2650008,7/31/14 22:19,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2646645,"PRO/AH/EDR> Ebola virus disease - West Africa (107): WHO, China & UK NOT, Nigeria, airlines",http://promedmail.org/direct.php?id=20140730.2646645,7/30/14 23:54,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2644117,"PRO/AH/EDR> Ebola virus disease - West Africa (106): Nigeria, Liberia, Sierra Leone, Guinea",http://promedmail.org/direct.php?id=20140729.2644117,7/29/14 21:49,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2644117,"PRO/AH/EDR> Ebola virus disease - West Africa (106): Nigeria, Liberia, Sierra Leone, Guinea",http://promedmail.org/direct.php?id=20140729.2644117,7/29/14 21:49,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2644117,"PRO/AH/EDR> Ebola virus disease - West Africa (106): Nigeria, Liberia, Sierra Leone, Guinea",http://promedmail.org/direct.php?id=20140729.2644117,7/29/14 21:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2640090,"PRO/AH/EDR> Ebola virus disease - West Africa (105): Guinea, Nigeria, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140728.2640090,7/28/14 19:19,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2641247,PRO/EAFR> Ebola virus disease - West Africa (20): WHO update,http://promedmail.org/direct.php?id=20140728.425547,7/28/14 16:26,Breaking,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2641247,PRO/EAFR> Ebola virus disease - West Africa (20): WHO update,http://promedmail.org/direct.php?id=20140728.425547,7/28/14 16:26,Breaking,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2641247,PRO/EAFR> Ebola virus disease - West Africa (20): WHO update,http://promedmail.org/direct.php?id=20140728.425547,7/28/14 16:26,Breaking,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2638658,"PRO/AH/EDR> Ebola virus disease - West Africa (104): WHO, Nigeria, Togo alert, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2638658,7/27/14 17:43,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2637578,"PRO/AH/EDR> Ebola virus disease - West Africa (103): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140727.2637578,7/27/14 4:20,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2637344,PRO/EAFR> Ebola virus disease - West Africa (19): Nigeria ex Liberia,http://promedmail.org/direct.php?id=20140726.425199,7/26/14 13:06,Breaking,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2636858,"PRO/AH/EDR> Ebola virus disease - West Africa (102): Nigeria, Sierra Leone, drugs, vaccine",http://promedmail.org/direct.php?id=20140726.2636858,7/26/14 12:03,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2636095,"PRO/AH/EDR> Ebola virus disease - West Africa (101): Nigeria ex Liberia, WHO, Sierra Leone",http://promedmail.org/direct.php?id=20140726.2636095,7/26/14 3:56,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2636095,"PRO/AH/EDR> Ebola virus disease - West Africa (101): Nigeria ex Liberia, WHO, Sierra Leone",http://promedmail.org/direct.php?id=20140726.2636095,7/26/14 3:56,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2632442,"PRO/AH/EDR> Ebola virus disease - West Africa (99): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140724.2632442,7/24/14 15:20,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2632442,"PRO/AH/EDR> Ebola virus disease - West Africa (99): WHO, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140724.2632442,7/24/14 15:20,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2630441,"PRO/AH/EDR> Ebola virus disease - West Africa (97): Sierra Leone, Liberia, tests",http://promedmail.org/direct.php?id=20140723.2630441,7/23/14 14:45,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2630441,"PRO/AH/EDR> Ebola virus disease - West Africa (97): Sierra Leone, Liberia, tests",http://promedmail.org/direct.php?id=20140723.2630441,7/23/14 14:45,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2628773,"PRO/AH/EDR> Ebola virus disease - West Africa (96): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140723.2628773,7/23/14 2:44,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2628773,"PRO/AH/EDR> Ebola virus disease - West Africa (96): Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140723.2628773,7/23/14 2:44,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2626215,"PRO/AH/EDR> Ebola virus disease - West Africa (95): FAO alert, Sierra Leone",http://promedmail.org/direct.php?id=20140722.2626215,7/22/14 2:33,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2623966,PRO/AH/EDR> Ebola virus disease - West Africa (94): Sierra Leone,http://promedmail.org/direct.php?id=20140720.2623966,7/20/14 20:58,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2622727,"PRO/AH/EDR> Ebola virus disease - West Africa (93): Sierra Leone, WHO underfunded",http://promedmail.org/direct.php?id=20140719.2622727,7/19/14 21:04,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2620802,"PRO/AH/EDR> Ebola virus disease - West Africa (92): WHO, Sierra Leone, drug dev, ECDC",http://promedmail.org/direct.php?id=20140718.2620802,7/18/14 19:54,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,7/17/14 20:56,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,7/17/14 20:56,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2618525,"PRO/AH/EDR> Ebola virus disease - West Africa (91): WHO, Guinea,Sierra Leone,Liberia, border",http://promedmail.org/direct.php?id=20140717.2618525,7/17/14 20:56,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2615640,"PRO/AH/EDR> Ebola virus disease - West Africa (90): Sierra Leone, Ghana meeting, history",http://promedmail.org/direct.php?id=20140716.2615640,7/16/14 20:20,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,7/15/14 21:07,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2613043,"PRO/AH/EDR> Ebola virus disease - West Africa (89): WHO update, Sierra Leone, Liberia, risk",http://promedmail.org/direct.php?id=20140715.2613043,7/15/14 21:07,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,2607118,"PRO/AH/EDR> Ebola virus disease - West Africa (88): WHO, Liberia, prevention, challenges",http://promedmail.org/direct.php?id=20140713.2607118,7/13/14 22:21,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,7/12/14 22:00,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2605570,"PRO/AH/EDR> Ebola virus disease - West Africa (87): Liberia,Sierra Leone, MSF, drugs,vaccine",http://promedmail.org/direct.php?id=20140712.2605570,7/12/14 22:00,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2603448,"PRO/AH/EDR> Ebola virus disease - West Africa (86): WHO, UNSC, ECOWAS, Guinea, Liberia",http://promedmail.org/direct.php?id=20140711.2603448,7/11/14 20:37,No Tag,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2603448,"PRO/AH/EDR> Ebola virus disease - West Africa (86): WHO, UNSC, ECOWAS, Guinea, Liberia",http://promedmail.org/direct.php?id=20140711.2603448,7/11/14 20:37,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2601330,"PRO/AH/EDR> Ebola virus disease - West Africa (85): Guinea, Liberia, region",http://promedmail.org/direct.php?id=20140710.2601330,7/10/14 21:29,No Tag,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2601330,"PRO/AH/EDR> Ebola virus disease - West Africa (85): Guinea, Liberia, region",http://promedmail.org/direct.php?id=20140710.2601330,7/10/14 21:29,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,7/8/14 23:50,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,7/8/14 23:50,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2596192,PRO/AH/EDR> Ebola virus disease - West Africa (84): WHO update,http://promedmail.org/direct.php?id=20140708.2596192,7/8/14 23:50,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,7/8/14 15:41,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,7/8/14 15:41,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2593018,"PRO/AH/EDR> Ebola virus disease - West Africa (83): Ghana susp, Guinea, S. Leone, Liberia",http://promedmail.org/direct.php?id=20140708.2593018,7/8/14 15:41,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2591433,"PRO/AH/EDR> Ebola virus disease - West Africa (82): Guinea, prevention, Tanzania, UK",http://promedmail.org/direct.php?id=20140706.2591433,7/6/14 21:30,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2589463,"PRO/AH/EDR> Ebola virus disease - West Africa (81): Guinea, Sierra Leone, Liberia, overseas",http://promedmail.org/direct.php?id=20140705.2589463,7/5/14 14:02,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2587114,"PRO/AH/EDR> Ebola virus disease - West Africa (80): WHO update, meeting",http://promedmail.org/direct.php?id=20140704.2587114,7/4/14 11:51,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2586162,"PRO/AH/EDR> Ebola virus disease - West Africa (79): Guinea, Nigeria prevention, drug testing",http://promedmail.org/direct.php?id=20140703.2586162,7/3/14 20:42,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2583396,"PRO/AH/EDR> Ebola virus disease - West Africa (78): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140702.2583396,7/2/14 21:15,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2579682,"PRO/AH/EDR> Ebola virus disease - West Africa (77): WHO, meeting, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140701.2579682,7/1/14 14:56,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2573602,"PRO/AH/EDR> Ebola virus disease - West Africa (76): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140630.2573602,6/30/14 10:05,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2572316,"PRO/AH/EDR> Ebola virus disease - West Africa (75): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140629.2572316,6/29/14 21:47,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2566502,PRO/AH/EDR> Ebola virus disease - West Africa (74): CDC summary,http://promedmail.org/direct.php?id=20140626.2566502,6/26/14 8:09,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2566397,"PRO/AH/EDR> Ebola virus disease - West Africa (73): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140625.2566397,6/25/14 20:48,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2562337,"PRO/AH/EDR> Ebola virus disease - West Africa (72): WHO update, Sierra Leone",http://promedmail.org/direct.php?id=20140624.2562337,6/24/14 11:22,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,6/22/14 23:49,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2558446,"PRO/AH/EDR> Ebola virus disease - West Africa (71): Guinea, Sierra Leone, Nigeria serology",http://promedmail.org/direct.php?id=20140622.2558446,6/22/14 23:49,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,6/21/14 17:15,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2556770,"PRO/AH/EDR> Ebola virus disease - West Africa (70): Sierra Leone, Liberia, travel advice",http://promedmail.org/direct.php?id=20140621.2556770,6/21/14 17:15,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,6/21/14 2:26,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2555351,"PRO/AH/EDR> Ebola virus disease - West Africa (69): Guinea, Sierra Leone, region",http://promedmail.org/direct.php?id=20140621.2555351,6/21/14 2:26,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2553035,"PRO/AH/EDR> Ebola virus disease - West Africa (68): Liberia, One Health approach",http://promedmail.org/direct.php?id=20140619.2553035,6/19/14 20:10,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,6/18/14 21:01,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2550323,"PRO/AH/EDR> Ebola virus disease - West Africa (67): WHO update, Liberia, Sierra Leone",http://promedmail.org/direct.php?id=20140618.2550323,6/18/14 21:01,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,6/17/14 20:59,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2547352,"PRO/AH/EDR> Ebola virus disease - West Africa (66): Liberia (Monrovia), Sierra Leone",http://promedmail.org/direct.php?id=20140617.2547352,6/17/14 20:59,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,2544497,PRO/AH/EDR> Ebola virus disease - West Africa (65): Sierra Leone (WU) NOT,http://promedmail.org/direct.php?id=20140616.2544497,6/16/14 21:07,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2542980,PRO/EAFR> Ebola virus disease - West Africa (15): Liberia,http://promedmail.org/direct.php?id=20140616.417173,6/16/14 2:51,Breaking,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2542247,"PRO/AH/EDR> Ebola virus disease - West Africa (64): Liberia (MO) Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140615.2542247,6/15/14 17:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2542323,PRO/EAFR> Ebola virus disease - West Africa (14): WHO,http://promedmail.org/direct.php?id=20140615.417103,6/15/14 16:55,Breaking,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2538970,PRO/AH/EDR> Ebola virus disease - West Africa (63): Sierra Leone,http://promedmail.org/direct.php?id=20140613.2538970,6/13/14 17:24,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,2536851,"PRO/AH/EDR> Ebola virus disease - West Africa (62): Guinea, Gambia prepares",http://promedmail.org/direct.php?id=20140612.2536851,6/12/14 18:08,No Tag,,,,,,-10.94177,10.43821
"Kailahun, Eastern Province, Sierra Leone",Sierra Leone,Ebola,Humans,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,-10.56667,8.28333
Guinea,Guinea,Ebola,Humans,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,2534795,"PRO/AH/EDR> Ebola virus disease - West Africa (61): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140612.2534795,6/12/14 11:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,2532183,"PRO/AH/EDR> Ebola virus disease - West Africa (60): Guinea, Sierra Leone, Liberia",http://promedmail.org/direct.php?id=20140611.2532183,6/11/14 2:29,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,2529988,"PRO/AH/EDR> Ebola virus disease - West Africa (59): Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140610.2529988,6/10/14 2:52,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2529988,"PRO/AH/EDR> Ebola virus disease - West Africa (59): Guinea, Sierra Leone",http://promedmail.org/direct.php?id=20140610.2529988,6/10/14 2:52,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,2528115,PRO/EAFR> Ebola virus disease - West Africa (13): WHO,http://promedmail.org/direct.php?id=20140609.415783,6/9/14 1:27,Breaking,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,2526192,"PRO/AH/EDR> Ebola virus disease - West Africa (58): Sierra Leone, challenges",http://promedmail.org/direct.php?id=20140607.2526192,6/7/14 22:17,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,2525234,"PRO/AH/EDR> Ebola virus disease - West Africa (57): WHO update, challenges",http://promedmail.org/direct.php?id=20140607.2525234,6/7/14 10:56,No Tag,,,,,,-10.94177,10.43821
