Location,Country,Disease,Species,HealthMap Alert ID,Headline,URL,Issue Date,Alert Tag,Suspected Cases,Suspected Deaths,Confirmed Cases,Confirmed Deaths,Rule Outs,Long,Lat
Guinea,Guinea,Ebola,Humans,5461382,"PRO/MENA> Ebola update (04): biomarkers, diagnostics, news / تحديث الإيبولا (4): المؤشرات الحيوية، والتشخيص، والأخبار",http://promedmail.org/direct.php?id=20171123.5461382,11/23/17 9:56,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5461382,"PRO/MENA> Ebola update (04): biomarkers, diagnostics, news / تحديث الإيبولا (4): المؤشرات الحيوية، والتشخيص، والأخبار",http://promedmail.org/direct.php?id=20171123.5461382,11/23/17 9:56,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5461382,"PRO/MENA> Ebola update (04): biomarkers, diagnostics, news / تحديث الإيبولا (4): المؤشرات الحيوية، والتشخيص، والأخبار",http://promedmail.org/direct.php?id=20171123.5461382,11/23/17 9:56,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,5371712,"PRO/AH/EDR> Ebola update (38): vaccines, funding",http://promedmail.org/direct.php?id=20171010.5371712,10/10/17 20:29,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5371712,"PRO/AH/EDR> Ebola update (38): vaccines, funding",http://promedmail.org/direct.php?id=20171010.5371712,10/10/17 20:29,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5371712,"PRO/AH/EDR> Ebola update (38): vaccines, funding",http://promedmail.org/direct.php?id=20171010.5371712,10/10/17 20:29,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,5348403,"PRO/AH/EDR> Ebola update (37): news, research, funding",http://promedmail.org/direct.php?id=20170929.5348403,9/29/17 9:35,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5348403,"PRO/AH/EDR> Ebola update (37): news, research, funding",http://promedmail.org/direct.php?id=20170929.5348403,9/29/17 9:35,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5348403,"PRO/AH/EDR> Ebola update (37): news, research, funding",http://promedmail.org/direct.php?id=20170929.5348403,9/29/17 9:35,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,5278444,"PRO/AH/EDR> Ebola update (36): news, research",http://promedmail.org/direct.php?id=20170828.5278444,8/28/17 11:10,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,5252888,"PRO/AH/EDR> Ebola update (35): news, research",http://promedmail.org/direct.php?id=20170816.5252888,8/16/17 14:34,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5252888,"PRO/AH/EDR> Ebola update (35): news, research",http://promedmail.org/direct.php?id=20170816.5252888,8/16/17 14:34,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5252888,"PRO/AH/EDR> Ebola update (35): news, research",http://promedmail.org/direct.php?id=20170816.5252888,8/16/17 14:34,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,5199541,"PRO/MENA> Ebola update (03): research, vaccines, funding / تحديث فيروس الإيبولا (3): البحوث واللقاحات والتمويل",http://promedmail.org/direct.php?id=20170724.5199541,7/24/17 11:37,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5199541,"PRO/MENA> Ebola update (03): research, vaccines, funding / تحديث فيروس الإيبولا (3): البحوث واللقاحات والتمويل",http://promedmail.org/direct.php?id=20170724.5199541,7/24/17 11:37,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5199541,"PRO/MENA> Ebola update (03): research, vaccines, funding / تحديث فيروس الإيبولا (3): البحوث واللقاحات والتمويل",http://promedmail.org/direct.php?id=20170724.5199541,7/24/17 11:37,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,5083820,"PRO/AH/EDR> Ebola update (27): news, vaccine",http://promedmail.org/direct.php?id=20170605.5083820,6/5/17 15:25,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,5068444,"PRO/EDR> Ebola update (26): news, research",http://promedmail.org/direct.php?id=20170529.5068444,5/29/17 13:40,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,5000661,"PRO/AH/EDR> Ebola update (16): news, research, vaccines, funding",http://promedmail.org/direct.php?id=20170428.5000661,4/28/17 11:08,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,5000661,"PRO/AH/EDR> Ebola update (16): news, research, vaccines, funding",http://promedmail.org/direct.php?id=20170428.5000661,4/28/17 11:08,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,5000661,"PRO/AH/EDR> Ebola update (16): news, research, vaccines, funding",http://promedmail.org/direct.php?id=20170428.5000661,4/28/17 11:08,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4959931,"PRO/AH/EDR> Ebola update (14): news, research, vaccine",http://promedmail.org/direct.php?id=20170410.4959931,4/10/17 9:57,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4959931,"PRO/AH/EDR> Ebola update (14): news, research, vaccine",http://promedmail.org/direct.php?id=20170410.4959931,4/10/17 9:57,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4959931,"PRO/AH/EDR> Ebola update (14): news, research, vaccine",http://promedmail.org/direct.php?id=20170410.4959931,4/10/17 9:57,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4724859,"PRO/AH/EDR> Ebola update (72): vaccine, research, NGO, media",http://promedmail.org/direct.php?id=20161226.4724859,12/26/16 21:31,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4724859,"PRO/AH/EDR> Ebola update (72): vaccine, research, NGO, media",http://promedmail.org/direct.php?id=20161226.4724859,12/26/16 21:31,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4724859,"PRO/AH/EDR> Ebola update (72): vaccine, research, NGO, media",http://promedmail.org/direct.php?id=20161226.4724859,12/26/16 21:31,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4564066,"PRO/AH/EDR> Ebola update (62): news, research, treatment, funding",http://promedmail.org/direct.php?id=20161017.4564066,10/17/16 10:02,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4564066,"PRO/AH/EDR> Ebola update (62): news, research, treatment, funding",http://promedmail.org/direct.php?id=20161017.4564066,10/17/16 10:02,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4564066,"PRO/AH/EDR> Ebola update (62): news, research, treatment, funding",http://promedmail.org/direct.php?id=20161017.4564066,10/17/16 10:02,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4548364,"PRO/MENA> Ebola update (11): news, funding, economy / ايبولا التحديث (11): أخبار والتمويل والاقتصاد",http://promedmail.org/direct.php?id=20161010.4548364,10/10/16 14:43,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4548364,"PRO/MENA> Ebola update (11): news, funding, economy / ايبولا التحديث (11): أخبار والتمويل والاقتصاد",http://promedmail.org/direct.php?id=20161010.4548364,10/10/16 14:43,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4548364,"PRO/MENA> Ebola update (11): news, funding, economy / ايبولا التحديث (11): أخبار والتمويل والاقتصاد",http://promedmail.org/direct.php?id=20161010.4548364,10/10/16 14:43,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4547627,"PRO/AH/EDR> Ebola update (61): news, funding, economy",http://promedmail.org/direct.php?id=20161009.4547627,10/9/16 19:58,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4547627,"PRO/AH/EDR> Ebola update (61): news, funding, economy",http://promedmail.org/direct.php?id=20161009.4547627,10/9/16 19:58,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4547627,"PRO/AH/EDR> Ebola update (61): news, funding, economy",http://promedmail.org/direct.php?id=20161009.4547627,10/9/16 19:58,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4515438,"PRO/MENA> Ebola update (10): news, research, funding / ايبولا التحديث (10): الأخبار والأبحاث والتمويل",http://promedmail.org/direct.php?id=20160926.4515438,9/26/16 12:33,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4515438,"PRO/MENA> Ebola update (10): news, research, funding / ايبولا التحديث (10): الأخبار والأبحاث والتمويل",http://promedmail.org/direct.php?id=20160926.4515438,9/26/16 12:33,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4515438,"PRO/MENA> Ebola update (10): news, research, funding / ايبولا التحديث (10): الأخبار والأبحاث والتمويل",http://promedmail.org/direct.php?id=20160926.4515438,9/26/16 12:33,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4498511,"PRO/MENA> Ebola update (09): news, research, funding, vaccine / ايبولا التحديث (09): الأخبار والأبحاث والتمويل، لقاح",http://promedmail.org/direct.php?id=20160919.4498511,9/19/16 10:44,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4498511,"PRO/MENA> Ebola update (09): news, research, funding, vaccine / ايبولا التحديث (09): الأخبار والأبحاث والتمويل، لقاح",http://promedmail.org/direct.php?id=20160919.4498511,9/19/16 10:44,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4498511,"PRO/MENA> Ebola update (09): news, research, funding, vaccine / ايبولا التحديث (09): الأخبار والأبحاث والتمويل، لقاح",http://promedmail.org/direct.php?id=20160919.4498511,9/19/16 10:44,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,4497393,"PRO/EDR> Ebola update (58): news, research, funding, vaccine",http://promedmail.org/direct.php?id=20160918.4497393,9/18/16 18:13,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4432386,"PRO/MENA> Ebola update (08): rapid test recall, nurse, research / ايبولا التحديث (8): اختبار سريع تذكر، ممرضة، بحث",http://promedmail.org/direct.php?id=20160822.4432386,8/22/16 14:18,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4432386,"PRO/MENA> Ebola update (08): rapid test recall, nurse, research / ايبولا التحديث (8): اختبار سريع تذكر، ممرضة، بحث",http://promedmail.org/direct.php?id=20160822.4432386,8/22/16 14:18,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4432386,"PRO/MENA> Ebola update (08): rapid test recall, nurse, research / ايبولا التحديث (8): اختبار سريع تذكر، ممرضة، بحث",http://promedmail.org/direct.php?id=20160822.4432386,8/22/16 14:18,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4421675,"PRO/MENA> Ebola update (07): Guinea, research / ايبولا التحديث (07): غينيا ، والبحوث",http://promedmail.org/direct.php?id=20160817.4421675,8/17/16 11:03,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4421675,"PRO/MENA> Ebola update (07): Guinea, research / ايبولا التحديث (07): غينيا ، والبحوث",http://promedmail.org/direct.php?id=20160817.4421675,8/17/16 11:03,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4421675,"PRO/MENA> Ebola update (07): Guinea, research / ايبولا التحديث (07): غينيا ، والبحوث",http://promedmail.org/direct.php?id=20160817.4421675,8/17/16 11:03,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4415032,"PRO/AH/EDR> Ebola update (53): Guinea, research",http://promedmail.org/direct.php?id=20160814.4415032,8/14/16 6:07,No Tag,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,4400521,"PRO/AH/EDR> Ebola update (52): funding, research",http://promedmail.org/direct.php?id=20160808.4400521,8/8/16 8:43,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4400521,"PRO/AH/EDR> Ebola update (52): funding, research",http://promedmail.org/direct.php?id=20160808.4400521,8/8/16 8:43,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4400521,"PRO/AH/EDR> Ebola update (52): funding, research",http://promedmail.org/direct.php?id=20160808.4400521,8/8/16 8:43,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,4366266,"PRO/AH/EDR> Ebola update (50): Liberia, Sierra Leone, research",http://promedmail.org/direct.php?id=20160724.4366266,7/24/16 19:47,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4366266,"PRO/AH/EDR> Ebola update (50): Liberia, Sierra Leone, research",http://promedmail.org/direct.php?id=20160724.4366266,7/24/16 19:47,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,4350351,"PRO/AH/EDR> Ebola update (49): Sierra Leone, research, history",http://promedmail.org/direct.php?id=20160717.4350351,7/17/16 9:42,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4323924,"PRO/AH/EDR> Ebola update (47): Liberia, US preparedness, funding, research",http://promedmail.org/direct.php?id=20160703.4323924,7/3/16 19:20,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,4310569,"PRO/AH/EDR> Ebola update (46): Liberia, Sierra Leone, treatment comment, research, funding",http://promedmail.org/direct.php?id=20160626.4310569,6/26/16 21:22,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4310569,"PRO/AH/EDR> Ebola update (46): Liberia, Sierra Leone, treatment comment, research, funding",http://promedmail.org/direct.php?id=20160626.4310569,6/26/16 21:22,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,4296380,"PRO/AH/EDR> Ebola update (45): Liberia, vaccine, treatment, funding, research",http://promedmail.org/direct.php?id=20160619.4296380,6/19/16 11:42,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,4187854,"PRO/AH/EDR> Ebola update (37): Guinea, Liberia, diagnostics, vaccine, funding, research",http://promedmail.org/direct.php?id=20160427.4187854,4/27/16 20:12,Breaking,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4165862,"PRO/AH/EDR> Ebola update (34): Guinea, Liberia, comment, vaccine funding",http://promedmail.org/direct.php?id=20160417.4165862,4/17/16 19:54,Breaking,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,4165862,"PRO/AH/EDR> Ebola update (34): Guinea, Liberia, comment, vaccine funding",http://promedmail.org/direct.php?id=20160417.4165862,4/17/16 19:54,Breaking,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4158203,"PRO/AH/EDR> Ebola update (33): Guinea, Liberia, Sierra Leone, research, funding, vaccine",http://promedmail.org/direct.php?id=20160413.4158203,4/13/16 20:34,Breaking,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,4158203,"PRO/AH/EDR> Ebola update (33): Guinea, Liberia, Sierra Leone, research, funding, vaccine",http://promedmail.org/direct.php?id=20160413.4158203,4/13/16 20:34,Breaking,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,4150454,"PRO/AH/EDR> Ebola update (32): Liberia, Guinea, support",http://promedmail.org/direct.php?id=20160410.4150454,4/10/16 17:42,Breaking,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,4142990,"PRO/AH/EDR> Ebola update (31): Liberia, Guinea re-emergence, research, funding",http://promedmail.org/direct.php?id=20160406.4142990,4/6/16 21:55,No Tag,,,,,,-10.94177,10.43821
Liberia,Liberia,Ebola,Humans,4142990,"PRO/AH/EDR> Ebola update (31): Liberia, Guinea re-emergence, research, funding",http://promedmail.org/direct.php?id=20160406.4142990,4/6/16 21:55,No Tag,,,,,,-9.30791,6.44809
"Paynesville Zone District, Monrovia, Liberia",Liberia,Ebola,Humans,4136987,"PRO/AH/EDR> Ebola update (30): Liberia re-emergence, Uganda NOT, RFI",http://promedmail.org/direct.php?id=20160404.4136987,4/4/16 12:08,Breaking,,,,,,-10.70908,6.26752
"Nzerekore, Guinea",Guinea,Ebola,Humans,4134878,"PRO/AH/EDR> Ebola update (29): Liberia re-emergence, Guinea contacts, news, RFI",http://promedmail.org/direct.php?id=20160402.4134878,4/2/16 17:02,Breaking,,,,,,-8.816667,7.75
"Paynesville Zone District, Monrovia, Liberia",Liberia,Ebola,Humans,4134878,"PRO/AH/EDR> Ebola update (29): Liberia re-emergence, Guinea contacts, news, RFI",http://promedmail.org/direct.php?id=20160402.4134878,4/2/16 17:02,Breaking,,,,,,-10.70908,6.26752
Guinea,Guinea,Ebola,Humans,4128527,"PRO/AH/EDR> Ebola update (28): news, research, vaccine",http://promedmail.org/direct.php?id=20160330.4128527,3/30/16 20:43,Breaking,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,4114807,"PRO/AH/EDR> Ebola update (26): Guinea flare-up, Liberia",http://promedmail.org/direct.php?id=20160324.4114807,3/24/16 5:33,Breaking,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,4107350,"PRO/AH/EDR> Ebola update (25): Guinea flare-up, Liberia, Sierra Leone, research",http://promedmail.org/direct.php?id=20160320.4107350,3/20/16 20:08,Breaking,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,4101955,"PRO/AH/EDR> Ebola update (24): Guinea, confirmed",http://promedmail.org/direct.php?id=20160317.4101955,3/17/16 19:47,Breaking,,,,,,-10.94177,10.43821
Guinea,Guinea,Ebola,Humans,4047552,"PRO/AH/EDR> Ebola update (17): UK nurse readmitted, EVD survivor complications, research",http://promedmail.org/direct.php?id=20160224.4047552,2/24/16 19:54,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,4047552,"PRO/AH/EDR> Ebola update (17): UK nurse readmitted, EVD survivor complications, research",http://promedmail.org/direct.php?id=20160224.4047552,2/24/16 19:54,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,4047552,"PRO/AH/EDR> Ebola update (17): UK nurse readmitted, EVD survivor complications, research",http://promedmail.org/direct.php?id=20160224.4047552,2/24/16 19:54,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,4003270,"PRO/MENA> Ebola update (03): Sierra Leone, updates, research, funding, vaccine / ايبولا التحديث (3): سيراليون، التحديثات، البحوث، التمويل، و القاح",http://promedmail.org/direct.php?id=20160208.4003270,2/8/16 12:55,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,4002006,"PRO/AH/EDR> Ebola update (12): Sierra Leone, research, funding, vaccine",http://promedmail.org/direct.php?id=20160207.4002006,2/7/16 18:48,No Tag,,,,,,-11.79192,8.56028
"Pujehun District, Southern Province, Sierra Leone",Sierra Leone,Ebola,Humans,3990396,"PRO/AH/EDR> Ebola update (11): Sierra Leone, new case, controversy",http://promedmail.org/direct.php?id=20160203.3990396,2/3/16 13:58,No Tag,,,,,,-11.5,7.33333
Sierra Leone,Sierra Leone,Ebola,Humans,3981594,"PRO/AH/EDR> Ebola update (10): Sierra Leone, vaccine, funding ",http://promedmail.org/direct.php?id=20160131.3981594,1/31/16 18:03,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,3970963,"PRO/AH/EDR> Ebola update (09): funding, correction",http://promedmail.org/direct.php?id=20160127.3970963,1/27/16 20:11,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3970963,"PRO/AH/EDR> Ebola update (09): funding, correction",http://promedmail.org/direct.php?id=20160127.3970963,1/27/16 20:11,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3962240,"PRO/AH/EDR> Ebola update (08): Sierra Leone, vaccine, research, video ",http://promedmail.org/direct.php?id=20160124.3962240,1/24/16 18:18,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3955860,"PRO/AH/EDR> Ebola update (07): Sierra Leone, 2nd new case",http://promedmail.org/direct.php?id=20160121.3955860,1/21/16 17:44,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3944673,"PRO/AH/EDR> Ebola update (06): 5 mysteries about EVD, Sierra Leone new case, followup",http://promedmail.org/direct.php?id=20160117.3944673,1/17/16 22:02,No Tag,,,,,,-11.79192,8.56028
Sierra Leone,Sierra Leone,Ebola,Humans,3943080,"PRO/MENA> Ebola update (02): WHO declares Liberia free, Sierra Leone new case / إيبولا- معلومات جديدة (01): منظمة الصحة العالمية تعلن ليبيريا حرة، سيراليون حالة جديدة",http://promedmail.org/direct.php?id=20160117.3943080,1/17/16 10:50,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3943080,"PRO/MENA> Ebola update (02): WHO declares Liberia free, Sierra Leone new case / إيبولا- معلومات جديدة (01): منظمة الصحة العالمية تعلن ليبيريا حرة، سيراليون حالة جديدة",http://promedmail.org/direct.php?id=20160117.3943080,1/17/16 10:50,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3938471,"PRO/AH/EDR> Ebola update (05): WHO declares Liberia free, Sierra Leone new case",http://promedmail.org/direct.php?id=20160115.3938471,1/15/16 10:11,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3938471,"PRO/AH/EDR> Ebola update (05): WHO declares Liberia free, Sierra Leone new case",http://promedmail.org/direct.php?id=20160115.3938471,1/15/16 10:11,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3933860,"PRO/AH/EDR> Ebola update (04): WHO, prevention, research, drugs & vaccines",http://promedmail.org/direct.php?id=20160113.3933860,1/13/16 22:34,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3915785,"PRO/AH/EDR> Ebola update (02): WHO, monitoring, lessons, research",http://promedmail.org/direct.php?id=20160106.3915785,1/6/16 17:53,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3915785,"PRO/AH/EDR> Ebola update (02): WHO, monitoring, lessons, research",http://promedmail.org/direct.php?id=20160106.3915785,1/6/16 17:53,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3915785,"PRO/AH/EDR> Ebola update (02): WHO, monitoring, lessons, research",http://promedmail.org/direct.php?id=20160106.3915785,1/6/16 17:53,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3902584,"PRO/AH/EDR> Ebola update (138): WHO, Guinea free, payroll software, S. Africa prevention",http://promedmail.org/direct.php?id=20151230.3902584,12/30/15 21:44,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3902584,"PRO/AH/EDR> Ebola update (138): WHO, Guinea free, payroll software, S. Africa prevention",http://promedmail.org/direct.php?id=20151230.3902584,12/30/15 21:44,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3890356,"PRO/AH/EDR> Ebola update (137): WHO, Liberia, prevention, vaccine, research, funding ",http://promedmail.org/direct.php?id=20151224.3890356,12/24/15 17:24,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3860452,"PRO/AH/EDR> Ebola update (134) prevention, Liberia, WHO, research, vaccination, funding",http://promedmail.org/direct.php?id=20151213.3860452,12/13/15 21:17,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3852972,"PRO/AH/EDR> Ebola update (133): WHO, Liberia source, sexual trans, prevention, funding",http://promedmail.org/direct.php?id=20151210.3852972,12/10/15 9:48,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3852972,"PRO/AH/EDR> Ebola update (133): WHO, Liberia source, sexual trans, prevention, funding",http://promedmail.org/direct.php?id=20151210.3852972,12/10/15 9:48,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3852972,"PRO/AH/EDR> Ebola update (133): WHO, Liberia source, sexual trans, prevention, funding",http://promedmail.org/direct.php?id=20151210.3852972,12/10/15 9:48,No Tag,,,,,,-9.30791,6.44809
Sierra Leone,Sierra Leone,Ebola,Humans,3845798,"PRO/AH/EDR> Ebola update (132): Sierra Leone free, Liberia, Nigeria, prevention, correction",http://promedmail.org/direct.php?id=20151207.3845798,12/7/15 12:58,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3845798,"PRO/AH/EDR> Ebola update (132): Sierra Leone free, Liberia, Nigeria, prevention, correction",http://promedmail.org/direct.php?id=20151207.3845798,12/7/15 12:58,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3838759,"PRO/AH/EDR> Ebola update (131): WHO, semen, susp., prevention, blood, vaccine",http://promedmail.org/direct.php?id=20151203.3838759,12/3/15 21:22,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3838759,"PRO/AH/EDR> Ebola update (131): WHO, semen, susp., prevention, blood, vaccine",http://promedmail.org/direct.php?id=20151203.3838759,12/3/15 21:22,No Tag,,,,,,-11.79192,8.56028
Liberia,Liberia,Ebola,Humans,3838759,"PRO/AH/EDR> Ebola update (131): WHO, semen, susp., prevention, blood, vaccine",http://promedmail.org/direct.php?id=20151203.3838759,12/3/15 21:22,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3825753,"PRO/AH/EDR> Ebola update (130): Liberia, susp. NGO, vaccine",http://promedmail.org/direct.php?id=20151128.3825753,11/28/15 16:37,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3819383,"PRO/AH/EDR> Ebola update (129): Liberia, WHO update, ECDC update, susp. research",http://promedmail.org/direct.php?id=20151125.3819383,11/25/15 18:17,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3815597,"PRO/MENA> Ebola virus disease - West Africa (07): Liberia setback, WHO ",http://promedmail.org/direct.php?id=20151124.3815597,11/24/15 13:21,No Tag,,,,,,-9.30791,6.44809
Liberia,Liberia,Ebola,Humans,3810602,"PRO/AH/EDR> Ebola update (128): Liberia setback, vaccines, research, technology, funding",http://promedmail.org/direct.php?id=20151122.3810602,11/22/15 11:49,No Tag,,,,,,-9.30791,6.44809
Guinea,Guinea,Ebola,Humans,3802437,"PRO/AH/EDR> Ebola update (127): WHO, Guinea Ebola-free, vaccine, research, tech, funding",http://promedmail.org/direct.php?id=20151118.3802437,11/18/15 23:27,No Tag,,,,,,-10.94177,10.43821
Sierra Leone,Sierra Leone,Ebola,Humans,3776823,"PRO/AH/EDR> Ebola update (124): Sierra Leone, Eurosurveillance, Suspected, Research, Vaccine ",http://promedmail.org/direct.php?id=20151108.3776823,11/8/15 21:40,No Tag,,,,,,-11.79192,8.56028
Guinea,Guinea,Ebola,Humans,3759996,"PRO/AH/EDR> Ebola update (122): WHO, CDC updates, Guinea, susp, research, funding",http://promedmail.org/direct.php?id=20151101.3759996,11/1/15 22:49,No Tag,,,,,,-10.94177,10.43821
